timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts_btc,output_amounts_btc,fee_btc,script_type,geo_country,asn,is_known_anomaly,tactic_type,cluster_label
1787307884,208.161.162.161,102.106.72.50,50931,8333,89562a73dbb84facbe55846fcc943b8c87db5ce5c118446e8462a424d9e72b2b,bc1qg7stezyqayvfy6xel93p7ldq4mv38y3sye56pe,bc1q7nt2hgwch46lr5jl78e58xy2y96ry2zf2j9whh,1.683185,1.683032,0.00015333,p2tr,DE,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787307913,213.127.9.79,126.94.238.188,51926,8333,2e710bd8b71c4a6881c95e88e9f3278f00764fb9fef0410bbad0e1060810088d,bc1q6rjxlr7exxa3y9cdy6g9h0ufsa7nj89wksfeam;bc1qgtjre7ykq3rjz54xdps708duntywucl2l2kjj7,bc1qpuzkz6964nkea222hc37ckh5zm54ys54czftkt,0.841263;0.841263,1.6824,0.00012494,p2pkh,US,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787307918,209.146.238.59,150.165.37.66,41294,8333,139bc4e830644377b727b949de81cb9c3c692e5e22c5412ca2d69d3c5b6bafa6,bc1qtcrcms4j07zpme6a7qwuacv27efv6c6ts0mjf8;bc1qmm6jl4tjndq5y0fqa5ff326fdcn7kngsg5pry3,bc1q7feu8gz94tyac0wwwnalqp7htqzr9s7u60k693;bc1qeu58sqc5x9jx8r9qdpa66jmufdyqk79vfx58ft,0.479948;0.479948,0.479837;0.479837,0.00022181,p2pkh,SG,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787307935,124.61.229.215,184.13.51.242,24464,8333,d251c1329f2647a78450de6d01b9c970a223b605569640d686c0e143ea20519c,bc1qcptn5yhgv6e3uufhu22ssf7j9z6ychq5q0f00p,bc1qnw0x228s5fyagw62c5emz306nemshuzadt20t6,0.588718,0.588561,0.00015694,p2pkh,US,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787307966,168.150.59.21,139.202.24.190,56331,8333,12ff591b4d1b432cbab9ea3eb261fc2810496617edcb45cd92dc14eb157adc7d,bc1qzr8dgy680k7arnswp5un90nvmasrvm7xnvf0nc;bc1qge65s8wwxt32ep6zkkp5kqwdpwlt809hr22hcd,bc1qhj22svfqpzta6r57gl8djelpysw7kpvdjxt7xp,0.652986;0.652986,1.30583,0.00014156,p2wpkh,CH,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787307990,181.175.70.235,68.167.37.100,11365,8333,89dea62812ad4e3c830a53b9f5cee146438ea3c6af5e4d76a089106f9bab04de,bc1qwyng3yuc33m7p33m4c225zgssz3gychhchl3n9;bc1qmcj4qcyetu6gtmhq8na3xx5azxvz0jcyjlnyg4,bc1qtap8fph72p73xyzdzjg70acs9npszrruw2ra2n;bc1q84nyddlfcmj5fzd2vtp7v56zezuu5m77khersn,0.348289;0.348289,0.34819;0.34819,0.00019876,p2tr,RU,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308034,15.37.181.62,99.231.205.226,53532,8333,f8e50cc6ffaf481db17f2b66f8c466b4d5630f7633ec41d8b2c67a233cfe988d,bc1qdrua82gmpp03g64f6j23tx5pq5ad4aq57dkp0m;bc1qc5z4gmqaq4kclye27eflxh98mw4gkmw56vl0ms,bc1qh8w5lfywqmuwkd29ptcx30nzakqr3868vhsesx,0.809982;0.809982,1.619786,0.00017771,p2sh,IN,AS16509 (Amazon AWS),0,NORMAL,ORGANIC_RETAIL
1787308073,127.106.11.22,16.10.200.92,62051,8333,a177bfd409bf45108f21b81dccbf98ebb50b60d2ce5843899cf4c42f0f646791,bc1qga9sws8kt2ww4lx4ec2f974r6pggvfw22fwmge,bc1qv486t8htxanzmkhuss6r5nvdv0craa9k2pvf00;bc1qdqzzc64p3fds4zclvayjff9f93uxq2r0eadx2e,0.244611,0.122283;0.122283,4.479e-05,p2pkh,SG,AS9498 (Bharti Airtel),0,NORMAL,ORGANIC_RETAIL
1787308097,70.41.104.75,161.40.127.156,60032,8333,7c80db4e47dd45d28980f12d5eb906b925ad417702ea48bd876e73671a252120,bc1qgl6m68fvnfcm7ntj6ujc93hx5ft2gjjtpcj3kn,bc1q7ydujwmtrqlu00vkc8g3l5fj5vec36mppp6nxp,1.849887,1.849639,0.00024764,p2pkh,US,AS16509 (Amazon AWS),0,NORMAL,ORGANIC_RETAIL
1787308125,197.175.26.225,195.144.226.136,48302,8333,22a78c0ec20b4d6d8c44ec08f0c2230b572bcfdda5ae48ad8b6912347558c3e9,bc1qufl2fqt70xcunuvn59z3e8nzpsjdkm78nde2el,bc1q6y8znwaa3rnlejesap28sa7pnu379hdu5q8k4u,1.785312,1.785249,6.286e-05,p2sh,US,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308170,149.47.225.102,207.184.77.101,19057,8333,0871b1321deb440cb1d753d8515122683a8c37e2550f4acdbba82c3922afdfa3,bc1qf5sylgxmeyc9ju6uxx987pyh07p8ggpvgw28za;bc1qcndgpzx75ykane66307nlpy25ux2jscphe0t7w,bc1qej997yvam7xyw7khyppgz9sqj8lps4kcdf0npg;bc1q3qsendhm72v6q39wxpnjqht5gm29jf3zf3w45v,0.148379;0.148379,0.148354;0.148354,5.048e-05,p2tr,AE,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308178,84.218.187.28,51.202.177.33,56599,8333,48d3645b31c34501b621938cca0e9f25f7c8c06b55f249aaae13b1064e13bcea,bc1q7ydujwmtrqlu00vkc8g3l5fj5vec36mppp6nxp;bc1qjjplzpz49arqfjs3ws0fql0c2mt8gyz68ey0u2,bc1qm9gn6mqew5jnrl43esrlt43h58rxvxcf4t0cf9;bc1qt9k0uzl2a47ha4qm7u0t5u6gl2jgqpw4hmctwq,0.399823;0.399823,0.399744;0.399744,0.00015727,p2sh,DE,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308215,133.53.165.183,71.237.240.97,62764,8333,01df9ad764eb4e6790d5a57017fa4577586eab202bea4b8598bc29af3d31c7a1,bc1q8mf7a0vtnp767k626ftewtacvsc2c9jcfwn39d,bc1qglvdnheka8nn9x6ltrwm8c6frf46x8mgfw39qa,1.6691,1.669045,5.51e-05,p2sh,DE,AS16509 (Amazon AWS),0,NORMAL,ORGANIC_RETAIL
1787308237,201.3.238.66,45.56.92.28,51007,8333,075faea6e85d421baa353be1eeede129558591983093408e985a6f9bbb395097,bc1qyevgnv7lggzglkwnaugryh84ha0235nxzc82gv,bc1qmnl9rztkjjzldq60yyj0yatpgu4tjmjs30dstz;bc1qz67v8k5fq3w0a3426ru3yuze0y57mncu8gdv7p,0.41593,0.207862;0.207862,0.00020505,p2pkh,RU,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308238,72.36.71.64,50.175.128.110,46563,8333,f67c948353524fc19eff144c5a737aec8edc9a8dc08f43aca0938a4cfbaaa63f,bc1qhj22svfqpzta6r57gl8djelpysw7kpvdjxt7xp;bc1qxse997q3f364ckmuf04ys6vem5wz5gf9920k96,bc1qgut6x2zvzh8d4nqx2fvrtm2x6zfs4d8fx0u2m2;bc1q8kppta9t8nvvtl7rnl85lat6xvny8f9s2xk5mp,0.826284;0.826284,0.826246;0.826246,7.578e-05,p2sh,IN,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308255,211.208.253.140,157.62.200.77,4843,8333,117f5bcb35c743daa4ee109b427f46d75baec9b571094aa1ad9851693ef16368,bc1qf5sylgxmeyc9ju6uxx987pyh07p8ggpvgw28za;bc1qx7yd7xd6nnv9jtctyvvn2yxacf7789vz0z44pv,bc1qtldhgfnt66ptcwyml93ezlrtxnqeqxtxj6wcye,0.135397;0.135397,0.270591,0.00020197,p2wpkh,RU,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308286,128.56.236.106,14.227.169.71,58412,8333,73e47c5cff4e49c2a432063deb01bbe8f79cfcd1ce8d42439b5899018115974c,bc1q9uurmadpueznrv2mwm3gva6vpvymvpyefzadcp;bc1qckq065m83reqg7d0zcfum7qsn93qatpyadzgl6,bc1qnw0x228s5fyagw62c5emz306nemshuzadt20t6;bc1qyevgnv7lggzglkwnaugryh84ha0235nxzc82gv,0.643513;0.643513,0.643428;0.643428,0.00017011,p2sh,NL,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308317,183.81.69.98,79.189.76.119,8070,8333,e8961fc3ba0f45cfb782cf5bd582b22f425aa43ace124c2f9c77d439e36969a1,bc1qc5z4gmqaq4kclye27eflxh98mw4gkmw56vl0ms;bc1qpul76u0jct0wx53kkx4a8cx7v67r6x0y6spfre,bc1q6aq2cfq8fpkgm23f9nv0la4dxgfnupun2ks20n;bc1qg6zll2thn2wvjnl6rmutdrh2rl2ykjjnlj5076,0.486958;0.486958,0.486861;0.486861,0.00019425,p2wpkh,AE,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308326,169.131.255.2,132.92.55.91,44502,8333,8a1c28fbf5ee4a5a882c45bfb4281a10c98fc88da04b40559ce703064cc556ba,bc1qd3swdrufz3d78dwckqlkl569lydywj4yx7dg8m,bc1q2hntgwfwdedex5qzuevhv9lgxmj7ctpqvud5gp,0.029357,0.02917,0.00018666,p2sh,RU,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308351,93.172.67.4,71.139.162.137,21294,8333,c8b1b672e82d401295e0dc8f56c057fdd253fb02558348e8b8250c81f5e75531,bc1qt70mxtg0qgf98pxrekfcvnnkdvgm76a82w6mkl,bc1qnln5tdxy0twux27stq4maxfwnvrdy8ru0rchhj;bc1qvynqwk0qcp80t65mcwfgaxq0y590l340hxsfkg,0.906776,0.453344;0.453344,8.733e-05,p2sh,IN,AS9498 (Bharti Airtel),0,NORMAL,ORGANIC_RETAIL
1787308383,93.34.45.175,171.213.222.106,17308,8333,fedefffc29784650b5b10ee0d77d89b109601618776f4152ae9715e71964d77b,bc1qzr8dgy680k7arnswp5un90nvmasrvm7xnvf0nc,bc1qgtjre7ykq3rjz54xdps708duntywucl2l2kjj7,0.232333,0.232157,0.0001759,p2sh,AE,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308408,201.169.160.172,112.72.118.11,41843,8333,8709e536d3c44d2d94ed1cbc72436440d9855fb6931d4d59a50bcca45ddb45a6,bc1qrad0zka0nf4gv4zsvxtp6538hw5usxeu09n5vz;bc1q2hntgwfwdedex5qzuevhv9lgxmj7ctpqvud5gp,bc1qr9czj72ssg4ysqyxnj8sa8zp0jux0s4yvqthvq,0.481565;0.481565,0.962918,0.00021309,p2pkh,CN,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308441,209.165.166.136,114.190.124.7,45751,8333,744649e294ff44ad96b157ec34ebc8336521d615da424b37a188304ebc74f621,bc1q7zjeh6ad5md0vjpl0w9spygczvnzt0fjcxv9t8;bc1qdctdjdwc8xn7t7qamwg3vljwfpv9x7mxcq5jyl,bc1qt9k0uzl2a47ha4qm7u0t5u6gl2jgqpw4hmctwq,0.805291;0.805291,1.610468,0.00011445,p2pkh,DE,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308443,95.39.207.182,98.108.31.45,52546,8333,8dabe1a7d6f443c4b2b827d8c7cc76ddde1f17dfa609450c869ad64d26e02ca0,bc1qc5z4gmqaq4kclye27eflxh98mw4gkmw56vl0ms,bc1qzr8dgy680k7arnswp5un90nvmasrvm7xnvf0nc,1.08036,1.080297,6.288e-05,p2wpkh,SG,AS9498 (Bharti Airtel),0,NORMAL,ORGANIC_RETAIL
1787308445,17.70.175.46,115.252.204.140,62313,8333,9e6b5941e18c40fab05d3678a4d9a814de89949f4635450bb7eec9d8f599ddf6,bc1qyhy8dqrg4nt4lgujmldkssnxjkly46kw4jw3qp;bc1qdqzzc64p3fds4zclvayjff9f93uxq2r0eadx2e,bc1qh8w5lfywqmuwkd29ptcx30nzakqr3868vhsesx;bc1q6y8znwaa3rnlejesap28sa7pnu379hdu5q8k4u,0.009555;0.009555,0.00952;0.00952,7.046e-05,p2tr,DE,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308472,207.16.4.84,197.0.203.11,54158,8333,ef5e0f3c0d004c449ebcb210f0e032c9a42bce9c50a5464e82a64b869d406558,bc1qmcj4qcyetu6gtmhq8na3xx5azxvz0jcyjlnyg4,bc1qvmn9hmqpc3nwcl50ygan7wqmtsvykp3cmjv8k4;bc1q4x253jc7w6445kztg68m39wtl3v48wjfld7pdc,0.429494,0.214672;0.214672,0.00014956,p2tr,US,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308493,32.174.79.79,165.182.12.187,55789,8333,3415ba23d2c540488a390000d34e6082cac473d2d9a14475aacae4a6334aa142,bc1qhj22svfqpzta6r57gl8djelpysw7kpvdjxt7xp,bc1q2h8ctwz03xten7vj5haycuvyus53x0j4r3y0rv;bc1qpmasjs5h3lwzn473n095zm7hvpewwy7ggae9n9,0.377402,0.188638;0.188638,0.00012556,p2sh,NL,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308523,120.86.128.22,98.203.104.212,43218,8333,223c7c96857a4db6a97329eb127bb97aa6eeabe03167492e8b6d0945da039af1,bc1qnd56e30ynramk8mlnnyyhx5ep004xe6fggqd9s,bc1qhkjlwfv5hrrh9v4gsy2yla4wfxemph60jgqc4k,0.992731,0.99264,9.076e-05,p2sh,CN,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308554,136.52.176.174,11.94.116.231,51131,8333,d715e6ff6bfe4998b02d56ee00fa4b05fedf82e2fa614f07be4b218d7db5cdd5,bc1q4zm2pzpqwls2aexv0lv5yhpenykc7ncfx2642l;bc1qjjplzpz49arqfjs3ws0fql0c2mt8gyz68ey0u2,bc1q9uurmadpueznrv2mwm3gva6vpvymvpyefzadcp,0.808975;0.808975,1.61774,0.00020871,p2tr,DE,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308575,94.34.234.216,144.194.161.44,46726,8333,6379c495c94b4f518f3c48883565228dd79d6d2adca244cbb504650a3e34da0b,bc1qun4cudwy7pfc7r6g0y4x9j9amfacpfvjt3grc6,bc1q2hntgwfwdedex5qzuevhv9lgxmj7ctpqvud5gp;bc1q2lcpnunp5g8sj4vugk96ercwk2xk45cap6f4nd,1.388833,0.69432;0.69432,0.00019279,p2tr,US,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308583,60.167.212.230,191.219.94.72,21519,8333,1be6df68a8a8411c846a918d8b827cd0e8e16c8e654447eca2a12f2b3723aabf,bc1qmysnw6lqufygpyl67w6yf3ph0vdqzv7l2q65ax,bc1q7ydujwmtrqlu00vkc8g3l5fj5vec36mppp6nxp,1.393851,1.393691,0.00015986,p2pkh,US,AS16509 (Amazon AWS),0,NORMAL,ORGANIC_RETAIL
1787308628,161.151.23.203,125.91.220.217,45844,8333,ec6696ca2a1049e986b001225a42979a7fafe2cb3886436e81b3a5629ec3c0e0,bc1qg49987lc58heth8e5y099h0pa6fm5jtekd5nmg,bc1q2h8ctwz03xten7vj5haycuvyus53x0j4r3y0rv,0.276265,0.276103,0.00016246,p2pkh,CH,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308636,170.146.52.90,35.46.22.27,9626,8333,96027f5b58aa4e318c447e01c01af32ca06c7024ac9c40c39438145a82b9acfc,bc1qnlk6d9qc9rcw3uaqu67cfmnuv05ckdyrgptgn4;bc1qpkeqpalpjmzknldt2yra96fztkcqy5gzasqel8,bc1qj8r8m6jwq0kda0f7qp58klcrhnj0ymekmp2hgx,0.343646;0.343646,0.68708,0.00021204,p2sh,US,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308680,24.124.158.157,80.163.251.61,56334,8333,a56ea05f7189409ab9da0f5641b195f88a075e9dace842d5830bed125e993e5a,bc1qxp057hcxgtvmrskgxr7rrg3vlrv0ae8hrvxx5l;bc1qku2cdnzpkvz8a7khcxrx7p2pdaann750tmfch9,bc1q9uurmadpueznrv2mwm3gva6vpvymvpyefzadcp;bc1qge65s8wwxt32ep6zkkp5kqwdpwlt809hr22hcd,0.797386;0.797386,0.797316;0.797316,0.00014004,p2wpkh,DE,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308683,169.157.148.86,86.110.180.70,56142,8333,f20ac063ab0142e3906af90f29bda47a05970ced11ee4511ac054433445dd1b7,bc1q5f76w8wtfh687saw08seu93dp7zkqu9kk2sfgk,bc1qqtre5u392m2dx282yxd73q22rdxu6wn7vus6vf,0.760901,0.760716,0.00018481,p2sh,AE,AS16509 (Amazon AWS),0,NORMAL,ORGANIC_RETAIL
1787308707,177.211.17.11,39.238.226.46,7911,8333,151df50831b640cfb58f08399ecbffb225937152021048f8b8a0754578eef188,bc1qa6mple3a9qs65sf4mg8sfa8er6l975npnju3av,bc1q2yc9mjtztt5md350dyesp83x0l3h3xmxlwjwlq;bc1qjphw6apuns4wuctjclhc9utrpccreunz0hxdp6,1.809713,0.904735;0.904735,0.0002423,p2wpkh,CN,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308713,153.99.100.211,180.182.19.48,27292,8333,4e28fe943b0a45c99ff3aea0e878dbfb6a2d240755cd41d595bdf1b72fa7fdb7,bc1qthhjm0a6ekap3f30jm6tfxe3g0ezf0vt4q8fxw;bc1qnst2qxrj0rrvp0cnullp7nzep8dzrjcmawantz,bc1qvmn9hmqpc3nwcl50ygan7wqmtsvykp3cmjv8k4;bc1q8hyun5w26h9t9yahtmvwypvhs6667rscele7fv,0.03787;0.03787,0.037832;0.037832,7.691e-05,p2sh,RU,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308745,145.178.147.38,217.114.216.154,57104,8333,b9ee6e5c71794386b641fae899652083ada2ce1ac06c4d099e19896f9e7efb82,bc1qf5sylgxmeyc9ju6uxx987pyh07p8ggpvgw28za;bc1q6p3zdqq2m4eg7npma3evcfhcs5muu4lhvs7tff,bc1q84nyddlfcmj5fzd2vtp7v56zezuu5m77khersn;bc1qs408u6zy2ffletn348vv7z4emgth04rkktpfdq,0.259463;0.259463,0.259423;0.259423,7.981e-05,p2tr,DE,AS13335 (Cloudflare),0,NORMAL,ORGANIC_RETAIL
1787308770,216.89.69.177,33.170.162.206,22805,8333,8834416824194cc19041705f52805cfa0034c6e66941486ca59ab94c7cccd77b,bc1qga9sws8kt2ww4lx4ec2f974r6pggvfw22fwmge,bc1qug96dcy0vuvndxnzh0fwr8vxkdl66tq78z7m7n;bc1qkexznyfey56hq3an0lua2jm3a7hx48fckpfy5m,0.109361,0.054594;0.054594,0.00017365,p2wpkh,US,AS15169 (Google LLC),0,NORMAL,ORGANIC_RETAIL
1787308781,124.183.124.142,158.59.233.209,16521,8333,56b4ada02cd641db94480381e3d7225123c55fb3639941f19312e84147004ff1,bc1qru0lpgu90n9uzafnmee585x0m7krj5k8mvmrtd;bc1q8kppta9t8nvvtl7rnl85lat6xvny8f9s2xk5mp,bc1qru0lpgu90n9uzafnmee585x0m7krj5k8mvmrtd,0.244405;0.244405,0.488687,0.0001237,p2sh,RU,AS47583 (Hostinger VPS),0,NORMAL,ORGANIC_RETAIL
1787308815,78.47.54.164,75.124.85.191,21730,8333,3c653af0b35041529476fa7814130fe9cd0ea9cc6b3e4bc49ba70016005d5f7b,bc1q9qx0lpr7lkru44laq5jyrssqe3netyr4j633vu;bc1q8e320lvuz2qgc0f2azwptvvp7jalkc6kkwmst9,bc1qyhy8dqrg4nt4lgujmldkssnxjkly46kw4jw3qp,0.376152;0.376152,0.752065,0.00023788,p2sh,CN,AS55836 (Reliance Jio),0,NORMAL,ORGANIC_RETAIL
1787308822,162.254.218.21,152.252.86.251,2676,8333,0023900512a84b33ad2d848eca56eaed3bf2e6ab3a41493cb683a4e36055b45b,bc1qglvdnheka8nn9x6ltrwm8c6frf46x8mgfw39qa,bc1qa6mple3a9qs65sf4mg8sfa8er6l975npnju3av,0.767644,0.767602,4.161e-05,p2pkh,GB,AS9498 (Bharti Airtel),0,NORMAL,ORGANIC_RETAIL
